iter	RMSE
374	0.0906782786
375	0.09034643944
376	0.09003227879
377	0.08972594885
378	0.08929305155
379	0.08917144819
380	0.08880421203
381	0.08854846201
382	0.08802078711
383	0.08786180254
384	0.08745585077
385	0.08714577255
386	0.08676914315
387	0.08651058152
388	0.08604798221
389	0.0859345727
390	0.08548429557
391	0.08516303203
392	0.08488901275
393	0.08443104948
394	0.08428110341
395	0.08384440746
396	0.0837720155
397	0.08342719452
398	0.08332366469
399	0.08303969348
400	0.08268781998
401	0.08230070367
402	0.08202581629
403	0.08174224829
404	0.08143236058
405	0.08096458686
406	0.08057209488
407	0.08047449285
408	0.08006729968
409	0.0799324973
410	0.07979928569
411	0.079640728
412	0.0793228625
413	0.07913346257
414	0.0788403545
415	0.07849884499
416	0.07802421397
417	0.07772631021
418	0.07744304705
419	0.07715145981
420	0.07685176707
421	0.07651168012
422	0.07619963333
423	0.07598301281
424	0.07565918407
425	0.07530796567
426	0.0749222248
427	0.07465465137
428	0.07426905832
429	0.07390639115
430	0.07365548813
431	0.073495677
432	0.07332906427
433	0.07314079331
434	0.07283949087
435	0.07253737347
436	0.07240481748
437	0.07203597042
438	0.07169727621
439	0.07158213505
440	0.07135599902
441	0.07105187383
442	0.07087665268
443	0.07057614148
444	0.07032923022
445	0.07012632896
446	0.06998676673
447	0.06972864623
448	0.06945937036
449	0.06910204321
450	0.06875471389
451	0.06847691408
452	0.06835722606
453	0.06815415991
454	0.06775893628
455	0.06751977146
456	0.0672324324
457	0.06697734245
458	0.06663263995
459	0.06635596081
460	0.0662124605
461	0.06591970386
462	0.0656853851
463	0.06554815375
464	0.06536402854
465	0.0651028592
466	0.06482631531
467	0.06466509435
468	0.06444272109
469	0.06421386827
470	0.06392149238
471	0.06359780629
472	0.06338216655
473	0.06318205147
474	0.06285353762
475	0.062590204
476	0.06235076863
477	0.06210418625
478	0.06178135591
479	0.06162623392
480	0.06136638981
481	0.06113465675
482	0.06107475271
483	0.06086110154
484	0.06051543309
485	0.06017699013
486	0.05995954563
487	0.05976739814
488	0.05968272962
489	0.05940578539
490	0.05923396162
491	0.05886401715
492	0.05866676305
493	0.05851911578
494	0.05836547633
495	0.05820960905
496	0.05794090125
497	0.05775258677
498	0.05748342994
499	0.05720783848
500	0.05703511887
501	0.05685957067
502	0.05663897096
503	0.0563550876
504	0.05617454029
505	0.05591291206
506	0.05572906638
507	0.05567267765
508	0.05554734601
509	0.05532828229
510	0.05508457299
511	0.05482664881
512	0.05470754076
513	0.05445004868
514	0.05430367991
515	0.05409980637
516	0.05393365516
517	0.0537598996
518	0.05351055134
519	0.05344437877
520	0.05336159502
521	0.05313772432
522	0.05291403381
523	0.05281372106
524	0.0526742963
525	0.05247297773
526	0.05218419034
527	0.05198225067
528	0.05170314912
529	0.05155843373
530	0.05129457442
531	0.05124119413
532	0.05113442092
533	0.05090133617
534	0.05068904354
535	0.05049177661
536	0.0503066747
537	0.05015540516
538	0.04990592941
539	0.04969226188
540	0.04957386743
541	0.04930753066
542	0.04909456865
543	0.04893886711
544	0.04878145222
545	0.04874028016
546	0.04854228903
547	0.04828321018
548	0.04808826231
549	0.04787870679
550	0.04772149963
551	0.0474805519
552	0.04734654585
553	0.04714702415
554	0.04710726752
555	0.04685140381
556	0.04674003952
557	0.04665286883
558	0.04652541417
559	0.04633727183
560	0.04620516394
561	0.04617118877
562	0.04604236713
563	0.04584859113
564	0.04568307403
565	0.04554693338
566	0.04535273002
567	0.04512470698
568	0.04487901048
569	0.04474949931
570	0.04461918065
571	0.04452752958
572	0.04425680794
573	0.04419419787
574	0.04397157854
575	0.04383332988
576	0.04365371087
577	0.0434675104
578	0.04331879167
579	0.04316257816
580	0.04292184299
581	0.04275716737
582	0.04247733019
583	0.04234644568
584	0.04223421829
585	0.04208579003
586	0.04192042573
587	0.0418156369
588	0.04164799217
589	0.04160799085
590	0.04143437856
591	0.04123527667
592	0.04109737769
593	0.04092229657
594	0.04082003581
595	0.04063079036
596	0.04045448643
597	0.04031067303
598	0.04022418453
599	0.04011612568
600	0.03999243409
601	0.03985725102
602	0.03975405777
603	0.03955883374
604	0.03933436098
605	0.03916159509
606	0.03913076668
607	0.03908541031
608	0.03894669835
609	0.03881678909
610	0.0385882588
611	0.03845351771
612	0.03824736129
613	0.0381093051
614	0.03807453185
615	0.03792210961
616	0.03789106603
617	0.0378075824
618	0.03763704695
619	0.03749152537
620	0.03738564303
621	0.03716606801
622	0.03700792754
623	0.03685886142
624	0.03679812131
625	0.03665106157
626	0.03651264194
627	0.03636235592
628	0.03626261617
629	0.03616760481
630	0.03605671527
631	0.03593510329
632	0.03579737123
633	0.03565518454
634	0.03560976135
635	0.03544518571
636	0.03526728301
637	0.03522329253
638	0.03505481621
639	0.03491711112
640	0.03479091447
641	0.03472704255
642	0.03461769291
643	0.03453922024
644	0.03441143836
645	0.03429535479
646	0.03421088575
647	0.03417317277
648	0.03404081755
649	0.03386703655
650	0.03371290784
651	0.03353875329
652	0.03346566608
653	0.03336115756
654	0.03326531973
655	0.03314291224
656	0.0329903117
657	0.03287780072
658	0.03274827514
659	0.03265212603
660	0.03254247141
661	0.03241967241
662	0.0323147404
663	0.03219386672
664	0.03206585947
665	0.03197922329
666	0.03182322313
667	0.03173907294
668	0.03163210941
669	0.03146294099
670	0.03135452069
671	0.03130732236
672	0.03112713603
673	0.03104908865
674	0.03083461917
675	0.03079694078
676	0.03070226246
677	0.0305563252
678	0.03049797339
679	0.03034942238
680	0.03025300212
681	0.03023018018
682	0.03013296051
683	0.03000301073
684	0.02988372538
685	0.02984978908
686	0.02971024314
687	0.02959807752
688	0.02945495606
689	0.02935995875
690	0.02922821698
691	0.02911341584
692	0.02900932399
693	0.02898706751
694	0.02892395952
695	0.02879890697
696	0.02866187144
697	0.02858853977
698	0.02854836545
699	0.02844266557
700	0.0284133052
701	0.02827679002
702	0.02813609574
703	0.02799956304
704	0.02789677294
705	0.02783065146
706	0.02774649838
707	0.02763831221
708	0.02754459494
709	0.02747332119
710	0.02738844206
711	0.02731888442
712	0.02723353682
713	0.02712110445
714	0.02702156648
715	0.02697834498
716	0.02689339337
717	0.02674974968
718	0.02670334685
719	0.02659555863
720	0.02647868612
721	0.02645199218
722	0.02633564562
723	0.02622928396
724	0.02615399833
725	0.02612760272
726	0.0260172599
727	0.02587164702
728	0.02577344054
729	0.02563024177
730	0.02553211527
731	0.02543420363
732	0.02531569811
733	0.02523362046
734	0.025145796
735	0.0250823827
736	0.0250073594
737	0.02494750989
738	0.02486797552
739	0.02478063731
740	0.02468494667
741	0.02460379175
742	0.02447753466
743	0.02438272011
744	0.02429482207
745	0.02424960285
746	0.02416164508
747	0.02410969638
748	0.02400540176
749	0.02394053215
750	0.02391761775
751	0.02383311363
752	0.02370359846
753	0.02367274284
754	0.0235985385
755	0.02353316394
756	0.02345593269
757	0.02338039955
758	0.02331958973
759	0.02322812573
760	0.02314004005
761	0.02303635786
762	0.02293591841
763	0.02283542482
764	0.02272673373
765	0.02262206005
766	0.02259200406
767	0.02253357156
768	0.02246312007
769	0.02241364337
770	0.02233847927
771	0.02229670502
772	0.02223562694
773	0.02215287734
774	0.02206521351
775	0.02201547295
776	0.02194481243
777	0.02185577929
778	0.02177197616
779	0.02169092963
780	0.02167848127
781	0.02162344204
782	0.02155058774
783	0.02143838163
784	0.02138119665
785	0.02128984407
786	0.02124683108
787	0.02116802896
788	0.02109488135
789	0.02107613265
790	0.02102515835
791	0.0210046406
792	0.02092118693
793	0.02085943236
794	0.02076746317
795	0.0206786119
796	0.02061725953
797	0.02051272879
798	0.02042052638
799	0.02035872101
800	0.02025973194
801	0.0202411038
802	0.02018786004
803	0.02008918174
804	0.02003022523
805	0.01994153987
806	0.0198964572
807	0.0198147604
808	0.01974275889
809	0.01966920401
810	0.01960479214
811	0.01953440412
812	0.01946965941
813	0.01940987989
814	0.01939492063
815	0.01929314418
816	0.01922088152
817	0.01914931898
818	0.01908788015
819	0.01902036016
820	0.01897801219
821	0.018910684
822	0.01888235955
823	0.01886672941
824	0.01881592987
825	0.01874205619
826	0.01868866455
827	0.018620012
828	0.018568501
829	0.01855604757
830	0.01845962736
831	0.01839966827
832	0.01832464914
833	0.01823930768
834	0.01816240303
835	0.01808936762
836	0.01804827438
837	0.01794060538
838	0.01792270104
839	0.01786528695
840	0.01779533116
841	0.01777199928
842	0.01772794462
843	0.01765732494
844	0.01760024553
845	0.01751051832
846	0.01744496053
847	0.01738768647
848	0.01737739654
849	0.01731599233
850	0.01724073806
851	0.01717831286
852	0.01711347577
853	0.01709758973
854	0.01705952091
855	0.01704822929
856	0.01697425664
857	0.01689990005
858	0.01681050729
859	0.01677890073
860	0.01671918347
861	0.01663587108
862	0.01662261076
863	0.01655130734
864	0.01647632392
865	0.01641019856
866	0.01633488329
867	0.01626266636
868	0.01618564174
869	0.01614676765
870	0.01610025208
871	0.01605759327
872	0.0160196711
873	0.01595800652
874	0.01588706366
875	0.01584208348
876	0.01576708053
877	0.01569840358
878	0.0156533597
879	0.01561319442
880	0.01556770032
881	0.01549232302
882	0.01544950102
883	0.01537216634
884	0.01531183484
885	0.01528401226
886	0.01527439375
887	0.01520593949
888	0.0151877969
889	0.01514216445
890	0.01505895106
891	0.01498363981
892	0.01493958344
893	0.0148915034
894	0.01483297035
895	0.01476125814
896	0.014689224
897	0.0146391427
898	0.01454911851
899	0.01450430418
900	0.01444430817
901	0.01437528861
902	0.0143619825
903	0.01432177738
904	0.01426884331
905	0.01421139103
906	0.01419317739
907	0.0141514307
908	0.01411318442
909	0.01406633772
910	0.01402649803
911	0.0139820331
912	0.01393308012
913	0.01389621671
914	0.01384948516
915	0.01382461328
916	0.01377920344
917	0.01374331312
918	0.01368921773
919	0.01363978095
920	0.01360280244
921	0.0135431322
922	0.0134831487
923	0.01345452732
924	0.013391896
925	0.01335280782
926	0.01330147565
927	0.01326217806
928	0.01322991796
929	0.01317313872
930	0.01315722165
931	0.0131156703
932	0.01308615906
933	0.01304148646
934	0.01302748515
935	0.01298870207
936	0.01292551359
937	0.01286800292
938	0.01285271201
939	0.01280813471
940	0.01277711172
941	0.01276493731
942	0.01272822882
943	0.0126777407
944	0.01262777503
945	0.01258871052
946	0.01255056639
947	0.01250065077
948	0.01243938134
949	0.01240215839
950	0.01236826356
951	0.01235985184
952	0.01232523965
953	0.01227518387
954	0.01221385393
955	0.01218749735
956	0.01214031889
957	0.01208780775
958	0.01203971154
959	0.01202459141
960	0.01195435372
961	0.01188802632
962	0.01184645827
963	0.01181176413
964	0.01177460207
965	0.01172464419
966	0.01171873165
967	0.01168625123
968	0.01167662204
969	0.01163076945
970	0.01158951699
971	0.01158060192
972	0.01151909787
973	0.01148454871
974	0.0114292086
975	0.01139734799
976	0.01138329682
977	0.01133436022
978	0.01129152173
979	0.01123698307
980	0.0111869295
981	0.01115185598
982	0.01114457202
983	0.01108960674
984	0.01108445734
985	0.01103153605
986	0.01099064105
987	0.01095941988
988	0.01090355446
989	0.01086035783
990	0.01083297613
991	0.01077588709
992	0.01076959182
993	0.01072800384
994	0.01069808636
995	0.01065616249
996	0.01061436875
997	0.01057621776
998	0.01055020827
999	0.01050795389
